"","Nutzer","Frage","Zeitpunkt","Antwort","Gewicht","Alter","Geschlecht","Bevölkerungsdichte","Kaufkraft","Berufliche.Stellung","Berufsbildung","Beschäftigungsstatus","Familienstand","Kinder.im.Haushalt","Ost_West","Religion","Bildungsabschluss","Ontic","ontic_bin","CDU/CSU","SPD","Grüne","FDP","AfD","Linke"
"26","37f50ae30a8ef52ddd27e3f869d441df8d1ed57d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.939437291033896,"40 - 49","Frauen","Sehr hoch","Niedrig","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"27","1a0573f8fe366fbe43707959ba2f04055078e535","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.722200898897605,"50 - 64","Männer","Niedrig","Hoch","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"28","0a4ef18e5fba6dd13a9c5b05ff826a1eba62e688","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.17703699809133,"65 +","Männer","Mittel","Sehr niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"29","698f0012c4ecf79e672d91ebd90870984fadc6ba","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.674613841015873,"50 - 64","Männer","Sehr niedrig","Sehr niedrig","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"30","22826d875048a9aaf4230f2f3c72097affb2e330","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.10481699472652,"50 - 64","Männer","Niedrig","Sehr niedrig","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","AfD",0,0,0,0,0,1,0
"31","938120ee8762376e38479c51eb2e29c061b28dc5","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.405400561904675,"50 - 64","Männer","Hoch","Sehr hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"32","0a036e0a547ccf253b9cd0094fa56e3453b5f004","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.36963976195482,"65 +","Frauen","Hoch","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"33","698652fa8c64e5ad689d48377760d4c9ad606cb3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.801136199991423,"50 - 64","Männer","Niedrig","Niedrig","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0
"34","48c01ee172df9fa8bf80d742013c1b562b3648ca","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.349923074984603,"50 - 64","Frauen","Sehr hoch","Sehr hoch","Weiß nicht / keine Angabe","Studium oder höher","Rentner","Weiß nicht / keine Angabe","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"35","ecb7103b7a279aa720413ba8b951775b130cc798","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.380612665701666,"50 - 64","Männer","Mittel","Sehr hoch","Weiß nicht / keine Angabe","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","FDP",0,0,0,0,1,0,0
"36","7b4a0bb181d7ee26d2296cce4c29f6078a48a648","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.80209300749382,"40 - 49","Frauen","Mittel","Sehr hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Weiß nicht / keine Angabe","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"37","bae772f0de496ecba9d618ca1e581c56319bdabe","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.739707659311002,"50 - 64","Frauen","Mittel","Hoch","Arbeiter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0
"38","8ac22fa533f08642f55a207b55c6f249edea448f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.267989763783384,"65 +","Männer","Mittel","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0
"39","ce371d94a5fa738f71888a21e5380b5baa170602","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.99855170788752,"40 - 49","Frauen","Niedrig","Niedrig","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0
"40","e865d198e08caf5bcb2bbbc1ff8afd8d939cd6d3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.99109932563058,"65 +","Frauen","Mittel","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0
"41","3fb1a89b5fef289d168ce559870858bccecf8297","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",2.27422627831856,"18 - 29","Frauen","Sehr niedrig","Niedrig","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","Sonstige",0,0,0,0,0,0,0
"42","d39da9085f6a4782fc7891a0341dd57263127f55","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.90075412558375,"40 - 49","Frauen","Niedrig","Mittel","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"43","cfc66b296d71b1b580f032d73b4406942d635a96","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.589380010059557,"65 +","Männer","Niedrig","Mittel","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"44","41d49f6caa1f08323352841d5d778b1b4463e41b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.78281455598513,"40 - 49","Frauen","Sehr niedrig","Sehr niedrig","Leitender Angestellter","Ohne Abschluss","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"45","a827ff3d4791ce5d77bb9bef172e13c7055a749a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.24638728916001,"40 - 49","Frauen","Mittel","Sehr hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Ledig","Kinder im Haushalt","Westen","Evangelisch","Hauptschule / kein Abschluss","Sonstige",0,0,0,0,0,0,0
"46","b444eaaf79362124e2f67ab5c6c11943f113422a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.66412774829786,"50 - 64","Frauen","Mittel","Hoch","Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0
"47","0d6b87dfb9ecd8e452b980364df74c89b5e86bd0","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.32470509857672,"30 - 39","Männer","Sehr hoch","Sehr niedrig","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Linke",0,0,0,0,0,0,1
"48","8df939cb9bdd51582d02f19c7ad91b5b6cf6a7d0","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.857224066122709,"50 - 64","Frauen","Mittel","Hoch","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"49","4ed213e842bcf69e2a6adeead02df18699e0ffa1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.16516767931972,"65 +","Frauen","Mittel","Sehr hoch","Selbstständig","Ohne Abschluss","Selbstständige","Geschieden","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"50","42429afa2914149617c08e157c4e80e05c76bf85","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.714180582814073,"50 - 64","Frauen","Hoch","Niedrig","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0
"51","b3f886e6bf2ef8128e35c653e9d2e02fd8b7a32b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.80920857482274,"30 - 39","Männer","Mittel","Hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"52","9b8c881812def4e14b746a8d2bd626542aa35031","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.499216979324382,"50 - 64","Männer","Mittel","Hoch","Selbstständig","Studium oder höher","Selbstständige","Geschieden","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0
"53","8c3d98b5d83cfafa3952085d2940e938b820b570","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.959420474989605,"50 - 64","Frauen","Hoch","Sehr niedrig","Weiß nicht / keine Angabe","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","SPD",0,0,1,0,0,0,0
"54","856c56880b794b58b88b84d216c5ea009453626b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.783473794147758,"50 - 64","Männer","Hoch","Hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Eine andere","Abitur","AfD",0,0,0,0,0,1,0
"55","6e09866ed814994441f5575981eceab5377f0c3d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",3.9128510395335,"40 - 49","Männer","Niedrig","Sehr niedrig","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Osten","Konfessionslos","Hauptschule / kein Abschluss","FDP",0,0,0,0,1,0,0
"56","f5e53674743b9ae1835a1ea4ed875c345aac5d6a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.54100329797245,"50 - 64","Männer","Hoch","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","SPD",0,0,1,0,0,0,0
"57","1bfb2910e2dbe3efd52f3e71e585a3801ee04f7d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.406892470217253,"65 +","Männer","Niedrig","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"58","a8906cfd644075c2cc2b7aaeae19094e189add50","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",4.7798305259288,"40 - 49","Männer","Niedrig","Mittel","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"59","2b310c9ccd384742c952f27e573eccecd5f21f6e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.27344379724936,"30 - 39","Männer","Sehr hoch","Mittel","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0
"60","894f07d7cf9e58626b52a1cfa1b8d2de1198bffb","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.69594926903893,"18 - 29","Frauen","Mittel","Hoch","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Ledig","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","Sonstige",0,0,0,0,0,0,0
"61","ee53372c6c5c325ea18b12fc8af91a246a8f022e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",1.02006082509281,"18 - 29","Männer","Hoch","Sehr niedrig","Nicht berufstätig","Noch in Ausbildung","Studenten","Ledig","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"62","356d833395a08bf80d1cbd42fa7a44d1374a16a1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",3.80112220307293,"18 - 29","Frauen","Niedrig","Mittel","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0
"63","e6effc876f2b054f53051a68f655d13e492d7cba","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-20","Bin schon fest entschieden",0.81953822200331,"50 - 64","Männer","Niedrig","Sehr niedrig","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Eine andere","Abitur","FDP",0,0,0,0,1,0,0
