"","Nutzer","Frage","Zeitpunkt","Antwort","Gewicht","Alter","Geschlecht","Bevölkerungsdichte","Kaufkraft","Berufliche.Stellung","Berufsbildung","Beschäftigungsstatus","Familienstand","Kinder.im.Haushalt","Ost_West","Religion","Bildungsabschluss","Ontic","ontic_bin","CDU.CSU","SPD","Grüne","FDP","AfD","Linke","Sonntagsfrage"
"11","00cf264def0d9d4da210335f87a1b6b5171c226b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-18","Bin noch nicht fest entschieden",0.552332231260374,"50 - 64","Frauen","Mittel","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","SPD-.-Grüne-.-Linke",1,0,1,1,0,0,1,"SPD"
"12","00ddd6ef56fe11c55f2ddfd4d7f2ec12032573a2","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-30","Bin schon fest entschieden",0.498369859586411,"65 +","Frauen","Mittel","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Ledig","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"13","00e9c05477b5c5db1cd10b009fca04b907b12da9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-22","Bin noch nicht fest entschieden",0.643462939525529,"50 - 64","Männer","Mittel","Niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"14","00f9e970f24c9081be1d0276419de8411c486ec6","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-29","Bin schon fest entschieden",0.564254341823403,"50 - 64","Frauen","Hoch","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"15","0101e07596a9277af68bff177f4a4f86c3a50fd0","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin schon fest entschieden",0.970441070296119,"50 - 64","Frauen","Sehr niedrig","Niedrig","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"16","010631469460c73a7ab31180ff60bcdc39a43dac","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin schon fest entschieden",1.02144116159797,"65 +","Männer","Hoch","Niedrig","Beamter","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"17","0126e209ff4c92566fefa1e54b82be7c27350e3f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",1.47515149379926,"65 +","Frauen","Mittel","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"18","0139a6a5479f7457e104304566f5e126102eaf1c","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-23","Bin schon fest entschieden",0.967055819299817,"30 - 39","Männer","Sehr hoch","Mittel","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"19","015e1222059eb07ed7b9ede462a1f2e2a0398339","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Bin schon fest entschieden",1.65994044997872,"40 - 49","Frauen","Hoch","Hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"20","01741511a80907d7dd7c9b8897694c5d20962e1a","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin noch nicht fest entschieden",0.826408225278514,"65 +","Frauen","Hoch","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","SPD-.-Grüne-.-Linke",1,0,1,1,0,0,1,"Grüne"
"21","0193021630acfb56f373cbdd34ee7083e39d1520","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin schon fest entschieden",1.30582854524392,"65 +","Männer","Sehr niedrig","Sehr niedrig","Selbstständig","Studium oder höher","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"22","01c19673c498853a422d5bfc1af23700d54240c1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",0.344334002072373,"65 +","Frauen","Hoch","Sehr hoch","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"23","01c1bde82e22e3636d378fc369fc4b1a5857d721","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.543453978218206,"50 - 64","Männer","Hoch","Sehr niedrig","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"24","01c3797901af6c0258de87e9ae311a653f4da92b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Keine Angabe",1.58009053077,"50 - 64","Frauen","Mittel","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"25","01d34c45554b3f0f551b3c157d1afd83e3a42821","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.925134655890613,"50 - 64","Frauen","Niedrig","Mittel","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"26","01d8d53bf71a5030923b0f1604d8ef576583d083","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",0.801564402846779,"50 - 64","Männer","Mittel","Hoch","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","AfD",0,0,0,0,0,1,0,"AfD"
"27","01e8f7f7d7f53733c45c1672b9712d19b690e2a4","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",0.366115941124336,"50 - 64","Männer","Sehr hoch","Sehr niedrig","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Linke",0,0,0,0,0,0,1,"Linke"
"28","0200aaa88b59389c8fc294f395e9c631bd91360b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.365715086929606,"50 - 64","Männer","Sehr hoch","Sehr niedrig","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Kinder im Haushalt","Osten","Evangelisch","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"29","0200f55ab4fec27e35c8678445834494515489f1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Bin schon fest entschieden",0.644752469604825,"40 - 49","Männer","Sehr hoch","Sehr niedrig","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"30","020acfc8860d98b5eab06a90aadd6bbe8d68bdc0","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-29","Bin schon fest entschieden",1.93916126506423,"40 - 49","Frauen","Niedrig","Hoch","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Ledig","Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0,"Grüne"
"31","021146d7a5bf806d503c45d47d62eb943fb2caf5","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin schon fest entschieden",2.37160000256992,"40 - 49","Männer","Niedrig","Hoch","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Hauptschule / kein Abschluss","AfD",0,0,0,0,0,1,0,"AfD"
"32","0230d8c102f5f4f853f673b95c82d04186164f8e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-18","Bin schon fest entschieden",1.59651018092195,"30 - 39","Frauen","Sehr hoch","Sehr niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Geschieden","Kinder im Haushalt","Osten","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"33","0246921ef907bfb85ebb4d22dbdde71dab1998b3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin schon fest entschieden",1.19985836450921,"50 - 64","Frauen","Sehr niedrig","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","CDU/CSU-.-SPD",1,1,1,0,0,0,0,"SPD"
"34","026f224dcddcb462f9d6aafc626e3c64bf212638","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",0.438817451603832,"50 - 64","Frauen","Mittel","Mittel","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","AfD",0,0,0,0,0,1,0,"AfD"
"35","02a3c84d960ec19489ca8b01f62d3d7e70e42bd6","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-29","Bin schon fest entschieden",0.31200783862669,"65 +","Männer","Sehr hoch","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","FDP",0,0,0,0,1,0,0,"FDP"
"36","02a8a849c23e8197018fff42f5b32ff98f929f51","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",1.4444719870942,"65 +","Frauen","Niedrig","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"37","02aa5a3522cdd5edd5a11de379fad8a16cbc93ce","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",0.617832238701997,"65 +","Männer","Hoch","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Hauptschule / kein Abschluss","AfD",0,0,0,0,0,1,0,"AfD"
"38","02ac647c80c778bbd8774d0b2d965400aee31625","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",1.58329217756962,"40 - 49","Frauen","Hoch","Sehr niedrig","Angestellter","Berufsausbildung","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"39","02ba93c8fbda6bacf30dfe69fe2b6d5ed23c8fa6","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.530716319270941,"65 +","Männer","Sehr hoch","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"40","02c2e083b1892df170d49ff9268dd0f268204c5f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-20","Bin noch nicht fest entschieden",0.83512999092624,"50 - 64","Frauen","Niedrig","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0,"SPD"
"41","02c68c81f97b1a2645d6b8c58f95f342dc6e91a8","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-18","Bin schon fest entschieden",3.92534610798227,"18 - 29","Männer","Niedrig","Hoch","Angestellter","Berufsausbildung","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"42","02cb6a210d8ce90f51a2319fb20fdf049c240f89","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",0.313410358946075,"50 - 64","Frauen","Sehr hoch","Sehr hoch","Angestellter","Ohne Abschluss","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","Grüne",0,0,0,1,0,0,0,"Grüne"
"43","02d527a8d334f0152bf101da5710101370971df1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",1.32761717118598,"65 +","Männer","Mittel","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"44","02e4dae4bba81cd165d0f89763d0e4e5e392693f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-25","Bin schon fest entschieden",0.887251838609295,"65 +","Frauen","Sehr hoch","Sehr niedrig","Selbstständig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"45","02eb7450e4b8e22746b792526e3803bf941703eb","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-23","Bin noch nicht fest entschieden",0.763834888206008,"50 - 64","Frauen","Mittel","Hoch","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Mittlere Reife","CDU/CSU-.-FDP",1,1,0,0,1,0,0,"CDU/CSU"
"46","02f238eb086eb8aff57b5e2d09798d8a0a63ce84","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-23","Bin schon fest entschieden",0.451368598447331,"65 +","Männer","Sehr hoch","Sehr niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","FDP",0,0,0,0,1,0,0,"FDP"
"47","02f384f2272c2fe0d3de52a6f50bf6e20227c2e3","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin noch nicht fest entschieden",3.75532377932438,"30 - 39","Männer","Hoch","Niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0,"AfD"
"48","02f65b7f7d0911866b0494772c7f1fa265b456d7","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",0.965893746047035,"65 +","Frauen","Sehr niedrig","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Geschieden","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","Linke",0,0,0,0,0,0,1,"Linke"
"49","02f8bfabc767d4fd5cab1f7c5f6585b7865a96b2","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin schon fest entschieden",0.804895585476086,"50 - 64","Männer","Mittel","Niedrig","Selbstständig","Ohne Abschluss","Selbstständige","Ledig","Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","CDU/CSU-.-FDP-.-AfD",1,1,0,0,1,1,0,"FDP"
"50","030b6521a709110a425726b3e244f89f01c469fe","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-18","Bin schon fest entschieden",1.48072255295588,"65 +","Männer","Sehr niedrig","Niedrig","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"51","032594d7cf8a702362dc962bbe4ee13938f54624","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-28","Bin schon fest entschieden",0.950365758920479,"50 - 64","Frauen","Niedrig","Niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"52","03314626031ba8f7f70e2288248b53666bb3e000","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-29","Bin schon fest entschieden",1.10155592876281,"65 +","Männer","Niedrig","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"53","03419c53231efef2e8f6c5f4381ddfc5543d5d3e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-26","Bin noch nicht fest entschieden",2.03713943919896,"40 - 49","Frauen","Mittel","Mittel","Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Osten","Konfessionslos","Abitur","Linke",0,0,0,0,0,0,1,"Linke"
"54","034f9ad266e310068b4726d902d581e97bda47c1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-24","Bin schon fest entschieden",0.746942717623133,"40 - 49","Frauen","Sehr hoch","Mittel","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Katholisch","Abitur","FDP",0,0,0,0,1,0,0,"FDP"
"55","037732020053a274eccb3c2414024c00611fc222","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-30","Bin noch nicht fest entschieden",2.3665392547105,"30 - 39","Frauen","Mittel","Sehr hoch","Leitender Angestellter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0,"SPD"
"56","0377c8519569dabd3bff697ac1648795bb34e8da","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-30","Bin schon fest entschieden",1.46033879066149,"65 +","Frauen","Niedrig","Sehr hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"57","037abf62bca3f9d88ef1b04cc4cc0a3f3b3d4890","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",0.715524733556064,"50 - 64","Frauen","Hoch","Sehr niedrig","Arbeiter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Hauptschule / kein Abschluss","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"58","038e12e6a63dedcd6d23668bdc50018c9f298c84","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-27","Keine Angabe",0.700275217732394,"50 - 64","Männer","Niedrig","Mittel","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Hauptschule / kein Abschluss","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"59","038ee182877d3140c7a3c6cc5188cdc18995b458","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-31","Bin schon fest entschieden",1.37857871348295,"65 +","Männer","Niedrig","Niedrig","Arbeiter","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"60","0394732f0e79f261630378b3ed62df3adfebf82f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-19","Bin schon fest entschieden",1.17968368261311,"65 +","Männer","Mittel","Mittel","Selbstständig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Katholisch","Hauptschule / kein Abschluss","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
"61","03973ae4dbc5fecb82ca115a928fa73e33e3188b","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-08-21","Bin schon fest entschieden",0.579073035035814,"65 +","Männer","Sehr hoch","Sehr hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","CDU/CSU",0,1,0,0,0,0,0,"CDU/CSU"
