"","Nutzer","Frage","Zeitpunkt","Antwort","Gewicht","Alter","Geschlecht","Bevölkerungsdichte","Kaufkraft","Berufliche.Stellung","Berufsbildung","Beschäftigungsstatus","Familienstand","Kinder.im.Haushalt","Ost_West","Religion","Bildungsabschluss","Ontic","ontic_bin","CDU/CSU","SPD","Grüne","FDP","AfD","Linke"
"29","61bc794633b22429a96a97ab25a0a3a8782282b1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.75223914435644,"40 - 49","Männer","Niedrig","Mittel","Angestellter","Berufsausbildung","Arbeitnehmer","Geschieden","Kinder im Haushalt","Westen","Konfessionslos","Abitur","CDU/CSU",0,1,0,0,0,0,0
"30","09f1de9cf0e8961240a10807e3950302b11df440","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.55255220666204,"40 - 49","Frauen","Hoch","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Ledig","Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0
"31","440b0b00738a3e5fe24b7e147cc3408519b075ab","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.327716816820544,"50 - 64","Männer","Hoch","Sehr niedrig","Arbeiter","Weiß nicht / keine Angabe","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","AfD",0,0,0,0,0,1,0
"32","bd76e8f7b65bd6953660776b72fe4cdeb098fbcd","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.44441152289168,"65 +","Frauen","Mittel","Hoch","Leitender Angestellter","Studium oder höher","Rentner","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"33","14a9a796e6a02f409a44907e52c6d1203c5ac0c4","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.352256731258579,"65 +","Männer","Sehr niedrig","Mittel","Beamter","Berufsausbildung","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0
"34","41bdc280843fd04df1aa75687df6290931a19404","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.195764842371417,"65 +","Männer","Hoch","Sehr hoch","Selbstständig","Studium oder höher","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"35","cace99cca3c846030c9ff679899c5a1f5b9fa68f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.373969194648983,"65 +","Frauen","Sehr hoch","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","Linke",0,0,0,0,0,0,1
"36","97c12a1c702bd438a280ead65cc33ee6a40e1027","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.06674204658433,"50 - 64","Frauen","Niedrig","Niedrig","Beamter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0
"37","fd892a71c0ee4705457108731c39a8b5c2557ee2","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.35225768993216,"40 - 49","Frauen","Niedrig","Mittel","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Verheiratet / Verwitwet","Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","AfD",0,0,0,0,0,1,0
"38","5e8e557a450fbd00f310c9a959347c75d4fd76f8","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.778048984401149,"65 +","Männer","Mittel","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","FDP",0,0,0,0,1,0,0
"39","3f3b7d3a981c0dc3b59a9844f16d93029fba58cb","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.081034479847,"65 +","Männer","Mittel","Hoch","Nicht berufstätig","Weiß nicht / keine Angabe","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Weiß nicht / keine Angabe","Weiß nicht / keine Angabe","CDU/CSU",0,1,0,0,0,0,0
"40","4f7dc7fc91f9123d4ac2e58c88b056344e1b5613","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.720022718932104,"50 - 64","Männer","Hoch","Sehr niedrig","Nicht berufstätig","Berufsausbildung","Arbeitslose / Nichterwerbspersonen","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","AfD",0,0,0,0,0,1,0
"41","c9694dbd488c99c5dac072f45821af9a08ec01bd","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.642222697603892,"50 - 64","Frauen","Hoch","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","SPD",0,0,1,0,0,0,0
"42","bcdfe65c2104bb473a8e7f0081c2e65adb418106","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.406240560679015,"50 - 64","Männer","Sehr hoch","Mittel","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Geschieden","Kinder im Haushalt","Westen","Konfessionslos","Abitur","FDP",0,0,0,0,1,0,0
"43","aaa6570e9ab2b6a14be43f9fe87efdc9696df46d","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.510434752904588,"50 - 64","Männer","Sehr niedrig","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","Grüne",0,0,0,1,0,0,0
"44","ae84f94c67f29f0f701d74b02f1090734d18e464","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",2.86187975221706,"18 - 29","Männer","Hoch","Hoch","Nicht berufstätig","Berufsausbildung","Studenten","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"45","cdb15ec6d5483259538b65e4ec539c389d2b9b2f","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.680877049866697,"65 +","Männer","Hoch","Hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Eine andere","Abitur","AfD",0,0,0,0,0,1,0
"46","0affff010195333679403393eeee9e8e9abfca72","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.631111124428407,"50 - 64","Frauen","Sehr niedrig","Mittel","Selbstständig","Berufsausbildung","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","Sonstige",0,0,0,0,0,0,0
"47","9474e15cccbafd60b82655270ca25963220ba3f0","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.07081595785523,"65 +","Männer","Niedrig","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","CDU/CSU-.-SPD-.-GRÜNE",1,1,1,1,0,0,0
"48","0dce7fa773ed104dd091de22e4e68eefea261046","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.9042877796519,"40 - 49","Männer","Hoch","Sehr niedrig","Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Kinder im Haushalt","Westen","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0
"49","6b51ee58e5f5cb8a5264fb9d4d401598de3eab0e","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.515623709375319,"50 - 64","Frauen","Hoch","Hoch","Selbstständig","Studium oder höher","Selbstständige","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"50","0fae37412b127d9b2518dfed324665b980131bf0","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",4.25544115826941,"30 - 39","Frauen","Sehr niedrig","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Mittlere Reife","AfD",0,0,0,0,0,1,0
"51","9a222f534f1c078535581045f6c63eec4d66af51","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.81995151075748,"30 - 39","Männer","Hoch","Hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Ledig","Keine Kinder im Haushalt","Westen","Katholisch","Abitur","FDP",0,0,0,0,1,0,0
"52","fefd89e41e0e47dcc7ec6da20e406796b356e7b9","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.38438377469191,"50 - 64","Männer","Hoch","Sehr niedrig","Nicht berufstätig","Studium oder höher","Arbeitslose / Nichterwerbspersonen","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","SPD",0,0,1,0,0,0,0
"53","0ba0ae275fe2f529f552c5cc5d0a2b36cd478bd7","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.29539934787016,"65 +","Frauen","Hoch","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Evangelisch","Abitur","CDU/CSU",0,1,0,0,0,0,0
"54","5569e9e31f698751d61e5dad71cc809729f5bfa1","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.358147403100415,"50 - 64","Männer","Hoch","Niedrig","Angestellter","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","Linke",0,0,0,0,0,0,1
"55","baf49dc4c796486d14b322e9b0531dcd85e6e0e4","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.650548517883923,"50 - 64","Männer","Hoch","Hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","AfD",0,0,0,0,0,1,0
"56","32fbdae8af4c847d0c5a1d8a8749198490ecf501","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.735919523150749,"50 - 64","Männer","Sehr niedrig","Niedrig","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Hauptschule / kein Abschluss","CDU/CSU",0,1,0,0,0,0,0
"57","99fb8c313a1d4d99e8c3813d700817330fbdebbd","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.753174341099938,"40 - 49","Männer","Hoch","Sehr hoch","Nicht berufstätig","Ohne Abschluss","Arbeitslose / Nichterwerbspersonen","Ledig","Keine Kinder im Haushalt","Westen","Konfessionslos","Abitur","Grüne",0,0,0,1,0,0,0
"58","6001eb6e46fb9cfe3c70df8f119806e82acfd972","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.656643531675767,"65 +","Männer","Hoch","Hoch","Nicht berufstätig","Studium oder höher","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","FDP",0,0,0,0,1,0,0
"59","1016964126a99f8aa01a85f5da06d44f8edbc0ff","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",1.53518015129789,"65 +","Frauen","Mittel","Mittel","Nicht berufstätig","Berufsausbildung","Rentner","Geschieden","Keine Kinder im Haushalt","Westen","Katholisch","Hauptschule / kein Abschluss","CDU/CSU",0,1,0,0,0,0,0
"60","bd66815e1f52d77e7a0e8cea3a0f31f8b21c4364","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.648456058566618,"50 - 64","Männer","Niedrig","Hoch","Leitender Angestellter","Studium oder höher","Arbeitnehmer","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Osten","Konfessionslos","Abitur","Linke",0,0,0,0,0,0,1
"61","153e766223a5303f3b2eecec3b7745b913146515","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.701234584024648,"50 - 64","Frauen","Niedrig","Hoch","Nicht berufstätig","Berufsausbildung","Rentner","Ledig","Keine Kinder im Haushalt","Westen","Evangelisch","Abitur","Grüne",0,0,0,1,0,0,0
"62","1ffd62931a3b5c784e8ac9291b546cb548762098","Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?","2021-09-01","Bin schon fest entschieden",0.639485646305045,"65 +","Frauen","Mittel","Sehr hoch","Nicht berufstätig","Berufsausbildung","Rentner","Verheiratet / Verwitwet","Keine Kinder im Haushalt","Westen","Konfessionslos","Mittlere Reife","FDP",0,0,0,0,1,0,0
